ts,red_raw,ir_raw
133862,634,597
133885,676,652
133907,652,599
133929,677,603
133952,673,583
133972,636,612
133993,637,610
134015,668,602
134038,630,598
134060,658,590
134084,692,594
134106,591,608
134127,641,587
134150,657,613
134172,650,590
134194,661,599
134215,651,593
134239,662,593
134262,618,586
134283,644,613
134304,646,608
134325,634,588
134357,648,608
134379,648,600
134401,644,625
134424,648,597
134447,651,610
134469,656,603
134490,635,603
134511,665,608
134535,644,597
134559,691,615
134581,654,550
134605,654,593
134629,666,617
134651,630,586
134673,651,612
134694,669,605
134715,662,635
134739,657,611
134761,666,591
134789,650,597
134811,655,591
134833,645,592
134855,669,587
134877,666,561
134899,652,602
134921,626,593
134951,651,593
134974,658,598
134995,658,598
135023,640,605
135046,641,565
135074,662,623
135097,646,600
135118,632,585
135142,655,614
135164,655,591
135186,666,602
135207,642,613
135228,664,607
135252,622,599
135281,663,600
135303,631,623
135324,669,610
135347,655,593
135369,656,595
135392,654,595
135413,644,599
135435,650,593
135457,658,596
135488,654,608
135509,658,637
135531,658,614
135559,679,616
135588,636,584
135609,648,604
135631,656,609
135654,652,663
135677,656,600
135699,660,605
135719,647,619
135744,631,605
135770,649,618
135793,623,591
135814,638,615
135836,653,610
135858,657,615
135883,665,604
135906,654,592
135928,644,605
135949,601,587
135970,663,592
135993,650,596
136014,637,608
136035,644,589
136064,648,603
136086,626,567
136109,651,596
136131,665,579
136153,626,600
136175,651,590
136202,652,590
136225,631,596
136246,653,609
136268,616,595
136290,647,583
136313,651,593
136335,653,591
136356,659,620
136379,617,617
136402,620,572
136424,625,625
136446,649,592
136467,634,609
136491,627,604
136513,645,604
136533,631,612
136562,652,627
136584,656,603
136606,664,598
136628,636,600
136648,659,598
136669,647,605
136696,664,586
136718,660,636
136739,680,617
136760,643,607
136787,642,582
136811,650,613
136833,652,630
136854,626,622
136877,655,614
136900,635,592
136922,647,599
136944,643,609
136965,655,621
136987,647,620
137014,626,572
137036,645,591
137057,703,596
137078,630,607
137108,675,619
137132,632,592
137153,637,611
137175,672,601
137197,630,561
137219,650,600
137241,645,616
137263,649,596
137284,618,602
137313,653,597
137335,653,600
137356,660,647
137379,644,598
137402,657,591
137424,631,617
137445,651,601
137466,663,598
137488,654,583
137511,643,631
137533,652,597
137555,625,621
137576,656,609
137599,665,594
137622,640,591
137644,634,595
137665,617,599
137686,618,602
137709,658,611
137736,661,601
137763,659,595
137785,665,603
137806,653,598
137832,705,602
137854,665,598
137875,646,601
137896,657,617
137918,661,629
137941,646,617
137963,640,613
137985,690,573
138009,667,610
138031,662,595
138053,636,618
138074,647,604
138095,669,597
138119,614,613
138146,657,610
138167,582,606
138190,653,594
138213,653,605
138235,658,590
138257,642,585
138278,625,618
138299,680,600
138324,646,623
138350,658,586
138373,651,600
138395,633,619
138418,654,599
138441,630,591
138463,624,633
138484,656,622
138504,668,613
138528,635,597
138555,671,597
138576,652,580
138598,671,612
138620,641,598
138645,662,595
138666,682,600
138688,637,581
138708,641,625
138733,671,602
138757,649,612
138779,652,591
138799,641,624
138822,638,602
138845,650,578
138866,644,616
138887,660,610
138908,623,609
138930,638,609
138952,653,597
138980,644,607
139003,659,584
139025,658,601
139047,664,637
139070,650,605
139091,647,609
139112,664,620
139135,650,611
139157,672,590
139186,667,616
139208,650,602
139230,665,649
139252,647,595
139275,655,609
139295,644,631
139316,652,572
139340,630,606
139363,644,606
139392,647,594
139414,653,603
139435,655,591
139457,661,589
139480,659,607
139501,656,619
139522,629,591
139545,651,593
139567,657,585
139599,620,614
139621,655,589
139643,656,624
139665,649,579
139688,592,606
139709,637,602
139730,647,600
139751,671,596
139780,659,594
139803,664,596
139825,639,608
139846,615,594
139868,653,613
139890,648,605
139911,657,620
139933,654,591
139954,632,614
139976,652,595
140006,686,574
140028,664,598
140049,643,596
140071,649,609
140094,635,597
140115,657,596
140136,648,614
140159,640,628
140182,666,614
140211,643,591
140233,657,625
140254,658,610
140277,663,603
140299,631,603
140321,660,597
140343,651,617
140364,647,584
140386,654,608
140410,640,599
140432,635,602
140453,631,625
140475,674,590
140498,636,581
140518,650,612
140539,623,589
140561,635,598
140584,657,600
140609,663,599
140631,637,618
140653,650,547
140678,622,629
140700,653,601
140721,638,587
140742,653,616
140763,646,602
140785,653,617
140811,612,622
140833,661,623
140856,662,591
140878,636,603
140904,668,598
140926,656,637
140947,659,602
140967,636,600
140990,645,625
141014,632,605
141036,649,606
141057,653,598
141080,656,594
141103,648,586
141124,648,583
141146,644,582
141166,680,597
141191,654,594
141217,661,620
141239,657,595
141262,630,634
141284,674,615
141307,641,584
141330,651,587
141350,636,578
141371,640,613
141402,656,579
141425,658,612
141446,636,652
141469,649,626
141491,653,606
141515,649,596
141538,667,612
141560,666,608
141581,667,594
141603,608,561
141624,647,590
141645,650,590
141676,666,599
141700,667,609
141723,656,609
141745,623,590
141766,673,611
141787,648,593
141811,630,596
141834,682,581
141860,658,612
141883,648,605
141912,661,566
141934,649,600
141956,650,610
141978,675,596
142000,639,599
142022,663,581
142047,622,601
142068,641,590
142089,648,593
142111,641,604
142134,647,605
142155,639,590
142184,649,607
142206,633,589
142227,639,578
142250,659,603
142271,638,610
142292,637,613
142323,671,589
142346,642,586
142367,656,594
142388,702,598
142412,629,604
142434,630,576
142456,646,620
142476,648,612
142497,644,595
142528,655,602
142551,632,615
142572,650,591
142593,652,581
142616,673,577
142638,629,607
142662,663,596
142685,640,615
142705,671,618
142734,663,588
142756,646,595
142777,650,621
142799,657,607
142821,626,603
142845,647,630
142868,639,620
142890,648,598
142915,650,612
142937,654,576
142960,644,589
142982,668,605
143004,652,597
143026,656,594
143048,644,601
143071,651,604
143094,668,620
143116,651,583
143137,644,589
143161,627,612
143183,676,589
143205,661,592
143226,660,608
143247,660,597
143270,651,606
143290,658,557
143318,633,607
143341,659,588
145457,649,600
145479,640,606
145501,651,608
145523,662,646
145544,645,588
145564,633,628
145586,655,570
145608,649,613
145630,671,610
145661,628,623
145683,659,592
145705,646,599
145726,663,583
145748,631,600
145769,650,601
145791,653,604
145813,691,605
145835,647,627
145866,653,608
145888,640,591
145909,648,602
145932,631,591
145953,644,587
145974,624,600
145995,622,609
146018,663,601
146040,646,602
146062,640,608
146084,659,597
146107,668,631
146128,660,601
146149,664,599
146170,664,600
146192,657,587
146214,674,606
146239,639,608
146262,634,588
146284,659,635
146305,665,609
146330,657,600
146351,642,607
146372,649,596
146393,638,624
146416,658,581
146445,652,585
146478,643,623
146499,650,591
146522,651,598
146544,637,604
146564,650,637
146585,618,592
146606,651,602
146630,656,603
146658,683,601
146954,637,632
146976,654,602
146997,664,599
147019,649,631
147042,673,595
147064,668,594
147085,650,628
147106,679,605
147135,651,592
147158,657,596
147179,651,599
147200,667,599
147224,639,611
147247,657,580
147269,626,615
147290,665,605
147311,645,602
147333,648,596
147363,641,604
147567,664,608
147588,632,592
147610,647,601
147634,649,621
147656,644,585
147678,646,584
147698,643,599
147719,647,598
147749,650,597
147772,637,596
147795,645,599
147817,641,608
147839,658,625
147862,640,587
147884,703,600
147907,673,604
147929,653,603
147957,656,613
147980,638,606
148023,661,603
148045,670,653
148067,589,625
148090,672,596
148111,664,583
148131,647,614
148153,661,593
148176,635,600
148204,662,595
148229,622,597
148251,672,595
148275,652,590
148297,635,603
148318,656,585
148339,644,562
148362,650,654
148384,654,598
148412,660,589
148434,623,590
148455,648,608
148477,655,589
148499,653,612
148521,666,616
148543,665,589
148565,643,605
148586,628,594
148617,648,608
148638,657,594
148660,617,614
148686,639,631
148709,638,602
148730,650,599
148751,655,602
148772,669,634
148795,633,645
148824,637,605
148847,641,583
148868,650,614
148891,654,603
148913,653,601
148934,666,605
148955,636,611
148976,650,681
148998,617,625
149028,654,596
149052,662,601
149074,643,605
149096,676,603
149117,650,578
149138,649,586
149159,671,609
149182,684,606
149204,655,619
149234,658,612
149256,670,610
149278,651,601
149300,648,590
149323,666,590
149344,629,601
149365,637,593
