ts,red_raw,ir_raw,led_current
40261,2274685,2817601,50
40276,2274629,2817610,50
40290,2274659,2817635,50
40305,2274634,2817590,50
40321,2274635,2817626,50
40339,2274664,2817665,50
40354,2274662,2817672,50
40378,2274703,2817689,50
40393,2274669,2817723,50
40408,2274658,2817725,50
40423,2274838,2818147,50
40439,2274808,2818172,50
40454,2274856,2818193,50
40469,2274846,2818185,50
40484,2274857,2818191,50
40498,2274853,2818213,50
40512,2274882,2818220,50
40526,2274994,2818549,50
40542,2275001,2818537,50
40557,2274981,2818550,50
40571,2275005,2818560,50
40595,2275000,2818569,50
40610,2274989,2818572,50
40624,2275006,2818594,50
40638,2275108,2818756,50
40654,2275092,2818759,50
40669,2275060,2818762,50
40683,2275094,2818780,50
40697,2275092,2818777,50
40718,2275094,2818792,50
40734,2275123,2818811,50
40748,2275142,2818773,50
40763,2275101,2818749,50
40777,2275064,2818677,50
40792,2275014,2818587,50
40806,2275047,2818539,50
40820,2274987,2818494,50
40841,2274374,2816767,50
40870,2274342,2816800,50
40885,2274368,2816839,50
40901,2274387,2816842,50
40915,2274389,2816864,50
40931,2274595,2817473,50
40947,2274596,2817470,50
40964,2274585,2817477,50
40979,2274594,2817440,50
40993,2274623,2817486,50
41008,2274585,2817477,50
41022,2274664,2817646,50
41036,2274645,2817665,50
41056,2274655,2817656,50
41072,2274657,2817660,50
41087,2274669,2817595,50
41103,2274672,2817670,50
41119,2274666,2817632,50
41134,2274647,2817566,50
41149,2274649,2817589,50
41165,2274647,2817595,50
41180,2274668,2817605,50
41194,2274666,2817609,50
41208,2274647,2817610,50
41232,2274806,2818036,50
41247,2274843,2818044,50
41261,2274828,2818110,50
41279,2274829,2818072,50
41294,2274843,2818085,50
41308,2274860,2818104,50
41322,2274975,2818454,50
41337,2274937,2818409,50
41352,2274975,2818425,50
41369,2274986,2818453,50
41385,2274956,2818475,50
41409,2274992,2818475,50
41424,2275053,2818649,50
41438,2275055,2818702,50
41464,2275074,2818686,50
41480,2275083,2818690,50
41495,2275070,2818684,50
41509,2275071,2818647,50
41524,2275043,2818715,50
41540,2275196,2819002,50
41554,2275179,2819006,50
41570,2275193,2819031,50
41585,2275193,2819027,50
41600,2275212,2819051,50
41614,2275202,2819033,50
41629,2274514,2817076,50
41649,2274437,2816995,50
41664,2274442,2816961,50
41686,2274426,2816911,50
41703,2274420,2816841,50
41718,2274398,2816876,50
41736,2274595,2817409,50
41751,2274614,2817478,50
41766,2274555,2817449,50
41783,2274621,2817499,50
41799,2274634,2817462,50
41814,2274634,2817473,50
41828,2274715,2817700,50
41842,2274720,2817713,50
41863,2274718,2817703,50
41879,2274736,2817733,50
41894,2274731,2817728,50
41910,2274751,2817739,50
41926,2274654,2817546,50
41941,2274666,2817515,50
41955,2274666,2817515,50
41970,2274683,2817551,50
41985,2274666,2817535,50
42000,2274624,2817548,50
42014,2274695,2817577,50
42035,2274835,2818008,50
42050,2274858,2818004,50
42064,2274814,2818067,50
42080,2274850,2818050,50
42095,2274830,2818059,50
42110,2274846,2818083,50
42125,2275036,2818550,50
42139,2275071,2818505,50
42154,2275034,2818521,50
42168,2275050,2818525,50
42183,2275048,2818563,50
42205,2275059,2818552,50
42220,2275127,2818708,50
42234,2275121,2818688,50
42248,2275114,2818699,50
42264,2275144,2818712,50
42279,2275137,2818716,50
42296,2275152,2818718,50
42312,2275139,2818740,50
42327,2275242,2818994,50
42341,2275258,2819005,50
42355,2275232,2818991,50
42376,2275238,2819016,50
42391,2275254,2819045,50
42406,2275234,2819040,50
42423,2274693,2817290,50
42438,2274630,2817277,50
42452,2274561,2817219,50
42466,2274606,2817183,50
42480,2274559,2817126,50
42495,2274582,2817114,50
42511,2274542,2817061,50
42526,2274705,2817534,50
42546,2274738,2817612,50
42561,2274741,2817589,50
42575,2274739,2817624,50
42590,2274742,2817635,50
42606,2274757,2817694,50
42620,2274834,2817938,50
42637,2274857,2817938,50
42653,2274840,2817941,50
42668,2274884,2817934,50
42688,2274864,2817976,50
42705,2274851,2817943,50
42720,2274855,2817978,50
42734,2274724,2817657,50
42748,2274737,2817657,50
42763,2274740,2817678,50
42777,2274731,2817642,50
42795,2274759,2817668,50
42815,2274870,2817996,50
42830,2274891,2818012,50
42844,2274870,2818030,50
42858,2274884,2818050,50
42874,2274894,2818070,50
42888,2274891,2818089,50
42906,2274885,2818107,50
42922,2275060,2818523,50
42936,2275034,2818514,50
42950,2275078,2818514,50
42964,2275045,2818522,50
42979,2275110,2818538,50
42993,2275100,2818555,50
43009,2275142,2818740,50
43031,2275098,2818676,50
43046,2275150,2818729,50
43060,2275118,2818705,50
43075,2275129,2818710,50
43090,2275181,2818736,50
43105,2275134,2818742,50
43120,2275252,2818995,50
43141,2275239,2818966,50
43156,2275251,2818995,50
43170,2275248,2818986,50
43185,2275244,2818994,50
43200,2275224,2818989,50
43219,2274525,2816987,50
43233,2274503,2816946,50
43255,2274470,2816850,50
43270,2274450,2816840,50
43284,2274461,2816844,50
43302,2274479,2816827,50
43322,2274632,2817455,50
43337,2274711,2817479,50
43354,2274677,2817513,50
43370,2274699,2817516,50
43385,2274680,2817498,50
43404,2274723,2817548,50
43419,2274787,2817792,50
43435,2274793,2817805,50
43454,2274782,2817824,50
43471,2274800,2817812,50
43486,2274808,2817822,50
43501,2274808,2817808,50
43516,2274724,2817632,50
43532,2274720,2817628,50
43546,2274751,2817628,50
43560,2274706,2817620,50
43584,2274757,2817646,50
43599,2274733,2817640,50
43613,2274889,2818030,50
43629,2274851,2818046,50
43644,2274873,2818036,50
43658,2274877,2818072,50
43672,2274905,2818082,50
43686,2274899,2818084,50
43706,2274878,2818136,50
43723,2275034,2818485,50
43738,2275059,2818502,50
43753,2275089,2818541,50
43769,2275064,2818534,50
43783,2275121,2818538,50
43803,2275191,2818796,50
43819,2275164,2818788,50
43834,2275149,2818774,50
43848,2275178,2818819,50
43862,2275176,2818791,50
43878,2275179,2818789,50
43893,2275141,2818826,50
43907,2275289,2819057,50
43928,2275292,2819075,5
43946,2275315,2819101,5
43962,2275303,2819105,5
43977,2275303,2819104,5
43992,2275292,2819120,5
44006,13697,13087,5
44023,13653,13144,5
44039,13668,13140,5
44054,13663,13144,5
44068,13676,13156,5
44082,13652,13133,5
44103,13675,13142,5
44118,13726,13107,5
44133,13672,13146,5
44153,13665,13154,5
44168,13672,13158,5
44182,13685,13151,5
44196,13689,13170,5
44210,13697,13195,5
44226,13682,13184,5
44244,13676,13176,5
44258,13685,13192,5
44273,13710,13189,5
44288,13682,13202,5
44302,13684,13173,5
44316,13688,13195,5
44338,13699,13202,5
44353,13693,13177,5
44367,13683,13224,5
44383,13677,13165,5
44399,13702,13211,5
44413,13701,13197,5
44427,13687,13217,5
44441,13708,13186,5
44457,13708,13233,5
44472,13711,13214,5
44486,13751,13206,5
44510,13720,13257,5
44525,13708,13247,5
44539,13713,13219,5
44561,13717,13238,5
44576,13705,13262,5
44590,13708,13243,5
44605,13733,13237,5
44621,13707,13279,5
44635,13739,13277,5
44650,13741,13271,5
44665,13735,13288,5
44679,13739,13277,5
44693,13721,13269,5
44714,13718,13292,5
44730,13784,13271,5
44745,13729,13290,5
44762,13727,13285,5
44777,13734,13321,5
44792,13719,13289,5
44806,13738,13282,5
44827,13735,13282,5
44843,13763,13280,5
44859,13725,13249,5
44873,13729,13277,5
44889,13724,13253,5
44903,13667,13155,5
45068,13703,13198,5
45083,13741,13183,5
45097,13706,13210,5
45112,13749,13209,5
45128,13717,13187,5
45142,13716,13249,5
45157,13714,13221,5
45172,13707,13212,5
45187,13713,13219,5
45201,13692,13213,5
45215,13702,13212,5
45239,13723,13240,5
45254,13714,13167,5
45270,13721,13228,5
45285,13705,13201,5
45300,13724,13244,5
45314,13711,13248,5
45328,13732,13255,5
45342,13725,13265,5
45357,13726,13257,5
45373,13724,13229,5
45387,13752,13258,5
45408,13731,13267,5
45423,13724,13274,5
45437,13720,13284,5
45452,13733,13283,5
45467,13725,13280,5
45482,13748,13285,5
45496,13723,13274,5
45510,13752,13302,5
45531,13746,13311,5
45546,13737,13299,5
45560,13740,13303,5
45576,13722,13316,5
45591,13740,13297,5
45605,13742,13305,5
45624,13752,13296,5
45639,13754,13325,5
45653,13766,13321,5
45671,13753,13299,5
45687,13754,13318,5
45701,13717,13273,5
45715,13740,13262,5
45729,13723,13246,5
45745,13710,13239,5
45759,13714,13260,5
45774,13728,13236,5
45790,13677,13185,5
45804,13688,13184,5
45818,13714,13167,5
45832,13707,13200,5
45848,13710,13193,5
45862,13707,13195,5
45878,13708,13224,5
45894,13738,13246,5
45908,13731,13241,5
45922,13714,13218,5
45939,13713,13285,5
45954,13721,13209,5
45971,13711,13240,5
45986,13727,13242,5
46004,13690,13230,5
46019,13705,13245,5
46033,13714,13232,5
46049,13743,13223,5
46065,13715,13236,5
46080,13718,13241,5
46103,13721,13231,5
46119,13730,13265,5
46133,13735,13231,5
46147,13717,13248,5
46162,13712,13246,5
46178,13723,13231,5
46193,13753,13261,5
46209,13732,13284,5
46224,13722,13261,5
46239,13745,13323,5
46253,13747,13274,5
46267,13732,13280,5
46291,13743,13259,5
46306,13737,13310,5
46321,13744,13327,5
46337,13746,13328,5
46352,13758,13335,5
46366,13739,13301,5
46383,13730,13291,5
46399,13759,13329,5
46414,13743,13307,5
46433,13767,13305,5
46449,13743,13314,5
46463,13747,13335,5
46477,13768,13312,5
46501,13758,13323,5
46516,13770,13318,5
46531,13775,13303,5
46545,13773,13289,5
46560,13731,13291,5
46574,13737,13297,5
46591,13711,13180,5
46610,13697,13182,5
46628,13708,13184,5
46643,13709,13201,5
46660,13694,13197,5
46675,13706,13223,5
46689,13711,13246,5
46704,13712,13242,5
46718,13750,13245,5
46733,13710,13286,5
46747,13726,13252,5
46761,13696,13267,5
46782,13681,13262,5
46797,13759,13263,5
46812,13745,13273,5
46827,13746,13250,5
46843,13763,13244,5
46857,13725,13253,5
46871,13720,13251,5
46885,13722,13222,5
46903,13689,13232,5
46919,13725,13249,5
46934,13722,13246,5
46959,13736,13239,5
46974,13722,13250,5
46988,13729,13291,5
47005,13769,13284,5
47021,13737,13253,5
47035,13745,13312,5
47049,13731,13283,5
47064,13728,13283,5
47088,13735,13278,5
47103,13741,13305,5
47118,13748,13322,5
47132,13770,13302,5
47147,13723,13300,5
47161,13762,13333,5
47175,13763,13317,5
47191,13772,13330,5
47214,13757,13317,5
47243,13748,13324,5
47259,13753,13334,5
47274,13769,13324,5
47288,13670,13237,5
47302,13729,13239,5
47317,13727,13227,5
47332,13728,13221,5
47346,13731,13189,5
47360,13704,13226,5
47380,13686,13218,5
47395,13726,13182,5
47409,13723,13181,5
47429,13735,13199,5
47445,13721,13204,5
47459,13712,13203,5
47473,13743,13196,5
47487,13728,13255,5
47502,13731,13250,5
47523,13729,13260,5
47543,13712,13258,5
47559,13740,13248,5
47573,13740,13248,5
47587,13706,13241,5
47602,13745,13227,5
47620,13725,13247,5
47636,13725,13233,5
47653,13686,13252,5
47669,13716,13213,5
47684,13733,13254,5
47698,13727,13270,5
47713,13715,13236,5
47732,13726,13272,5
47747,13709,13254,5
47762,13725,13236,5
47777,13779,13204,5
47793,13737,13308,5
47807,13742,13267,5
47822,13718,13272,5
47837,13773,13283,5
47852,13732,13284,5
47866,13757,13280,5
47880,13732,13323,5
47895,13763,13260,5
47918,13742,13318,5
47933,13745,13309,5
47948,13789,13312,5
47968,13748,13301,5
47987,13749,13299,5
48003,13749,13293,5
48017,13770,13336,5
48034,13756,13333,5
48049,13761,13318,5
48064,13747,13305,5
48078,13717,13188,5
48092,13699,13157,5
48106,13703,13162,5
48132,13689,13156,5
48147,13678,13186,5
48161,13687,13182,5
48175,13698,13203,5
48190,13692,13125,5
48204,13711,13186,5
48223,13704,13210,5
48238,13673,13215,5
48255,13710,13204,5
48274,13709,13213,5
48288,13712,13221,5
48302,13702,13242,5
48318,13699,13215,5
48333,13698,13203,5
48349,13693,13214,5
48364,13710,13191,5
48379,13699,13213,5
48393,13708,13202,5
48407,13714,13186,5
48431,13691,13198,5
48446,13692,13183,5
48460,13701,13200,5
48474,13721,13219,5
48490,13713,13245,5
48504,13757,13212,5
48519,13704,13208,5
48535,13721,13256,5
48550,13669,13219,5
48564,13738,13219,5
48586,13725,13232,5
48601,13742,13266,5
48615,13750,13259,5
48631,13715,13243,5
48646,13721,13261,5
48660,13709,13287,5
48675,13665,13262,5
48689,13746,13258,5
48711,13739,13248,5
48726,13729,13282,5
48741,13745,13273,5
48756,13734,13266,5
48771,13742,13255,5
48786,13732,13269,5
48800,13730,13259,5
48814,13733,13259,5
48838,13733,13286,5
48853,13690,13270,5
48867,13728,13272,5
48883,13673,13148,5
48898,13686,13137,5
48912,13686,13122,5
48926,13675,13120,5
48940,13688,13107,10
48965,13640,13148,10
48980,30419,30919,10
48995,30414,30919,10
49009,30440,30912,10
49024,30437,30943,10
49043,30432,30894,10
49058,30440,30925,10
49080,30417,30952,10
49095,30474,30941,10
49109,30427,30947,10
49125,30446,30944,10
49143,30403,30939,10
49158,30444,30944,10
49177,30415,30917,10
49194,30427,30895,10
49209,30395,30888,10
49223,30394,30905,10
49237,30439,30902,10
49252,30415,30887,10
49267,30388,30923,10
49281,30458,30985,10
49303,30441,30984,10
49318,30477,30976,10
49332,30466,30995,10
49350,30447,30988,10
49365,30442,30972,10
49380,30493,31038,10
49394,30469,31034,10
49408,30504,31034,10
49429,30483,31057,10
49444,30478,31061,10
49458,30472,31052,10
49473,30499,31094,10
49488,30510,31034,10
49503,30511,31097,10
49517,30513,31096,10
49531,30488,31093,10
49555,30505,31073,10
49570,30495,31110,10
49584,30472,31001,10
49598,30480,30996,10
49613,30484,30997,10
49627,30456,30957,10
49641,30456,30941,10
49656,30444,30929,10
49677,30349,30795,10
49712,30411,30818,10
49728,30410,30829,10
49742,30356,30821,10
49762,30374,30821,10
49779,30406,30894,10
49794,30477,30905,10
49813,30406,30930,10
49829,30405,30892,10
49844,30424,30899,10
49865,30456,30882,10
49881,30439,30885,10
49895,30415,30893,10
49909,30436,30904,10
49924,30453,30881,10
49939,30423,30916,10
49953,30404,30906,10
49970,30405,30908,10
49989,30442,30923,10
50006,30422,30914,10
50022,30425,30944,10
50037,30443,30937,10
50052,30459,30915,10
50067,30416,30934,10
50082,30447,31002,10
50102,30461,30959,10
50118,30463,31023,10
50132,30462,31010,10
50146,30469,31018,10
50162,30467,30984,10
50177,30477,31022,10
50193,30487,31043,10
50208,30490,31031,10
50223,30480,31079,10
50237,30482,31048,10
50257,30484,31044,10
50272,30489,31070,10
50288,30455,31091,10
50303,30495,31082,10
50318,30509,31098,10
50332,30508,31083,10
50346,30502,31127,10
50360,30481,31102,10
50376,30390,30812,10
50391,30399,30808,10
50405,30374,30840,10
50423,30384,30807,10
50438,30378,30783,10
50452,30376,30792,10
50467,30385,30771,10
50483,30413,30856,10
50498,30394,30848,10
50512,30396,30853,10
50528,30408,30872,10
50543,30376,30845,10
50557,30422,30862,10
50571,30427,30903,10
50590,30411,30936,10
50610,30412,30906,10
50626,30434,30894,10
50641,30442,30906,10
50655,30429,30890,10
50671,30382,30856,10
50686,30414,30849,10
50701,30399,30888,10
50716,30406,30862,10
50731,30392,30844,10
50745,30399,30872,10
50759,30437,30925,10
50775,30434,30903,10
50800,30447,30907,10
50815,30442,30913,10
50829,30440,30933,10
50849,30407,30870,10
50864,30455,30970,10
50878,30450,30984,10
50893,30482,30975,10
50909,30435,30980,10
50924,30448,30993,10
50938,30458,30974,10
50953,30458,30974,10
50977,30472,31042,10
50993,30471,31040,10
51008,30465,31023,10
51022,30482,31030,10
51037,30488,31034,10
51051,30472,31021,10
51065,30433,30876,10
51079,30422,30867,10
51099,30419,30831,10
51114,30383,30839,10
51128,30378,30817,10
51147,30389,30808,10
51162,30364,30757,10
51176,30360,30777,10
51196,30369,30735,10
51212,30357,30779,10
51226,30393,30786,10
51240,30381,30799,10
51254,30385,30825,10
51269,30401,30830,10
51283,30378,30841,10
51298,30398,30838,10
51317,30423,30815,10
51332,30376,30859,10
51346,30382,30855,10
51361,30410,30851,10
51375,30419,30814,10
51391,30386,30860,10
51406,30390,30848,10
51422,30393,30830,10
51437,30395,30858,10
51452,30400,30778,10
51466,30410,30854,10
51480,30397,30872,10
51502,30447,30859,10
51517,30438,30860,10
51531,30416,30878,10
51546,30404,30867,10
51561,30433,30966,10
51575,30441,30936,10
51589,30429,30943,10
51607,30438,30953,10
51622,30456,30944,10
51636,30449,30957,10
51650,30430,30964,10
51665,30462,30991,10
51686,30500,31009,10
51702,30461,31020,10
51723,30443,30999,10
51738,30461,31015,10
51752,30437,31019,10
51766,30423,30888,10
51781,30403,30854,10
51796,30394,30865,10
51813,30378,30831,10
51828,30389,30834,10
51847,30378,30818,10
51862,30366,30718,10
51877,30347,30702,10
51895,30344,30726,10
51912,30345,30708,10
51927,30333,30757,10
51941,30346,30741,10
51955,30363,30771,10
51970,30365,30753,10
51984,30356,30779,10
51998,30340,30767,10
52019,30364,30783,10
52034,30366,30783,10
52048,30365,30798,10
52062,30368,30791,10
52077,30375,30796,10
52091,30340,30797,10
52105,30343,30820,10
52121,30370,30791,10
52141,30367,30788,10
52156,30361,30814,10
52170,30395,30847,10
52190,30378,30817,10
52205,30385,30824,10
52220,30405,30811,10
52235,30372,30815,10
52250,30389,30821,10
52265,30399,30916,10
52279,30405,30926,10
52293,30422,30924,10
52307,30423,30932,10
52328,30403,30872,10
52343,30425,30933,10
52357,30421,30951,10
52375,30442,30943,10
52391,30423,30924,10
52406,30443,30933,10
52421,30436,30935,10
52436,30426,30950,10
52451,30423,30981,10
52465,30458,31042,10
52479,30460,30969,10
52493,30451,30994,10
52517,30449,30939,10
52534,30468,30979,10
52550,30301,30625,10
52564,30308,30640,10
52579,30306,30612,10
52593,30287,30596,10
52607,30304,30613,10
52627,30307,30626,10
52643,30312,30651,10
52657,30323,30712,10
52672,30364,30723,10
52686,30332,30717,10
52701,30307,30670,10
52715,30347,30717,10
52735,30338,30717,10
52751,30372,30712,10
52765,30347,30751,10
52779,30353,30755,10
52793,30347,30749,10
52809,30354,30743,10
52823,30356,30754,10
52839,30349,30730,10
52857,30337,30725,10
52873,30345,30770,10
52896,30338,30704,10
52911,30350,30728,10
52926,30323,30729,10
52941,30362,30793,10
52958,30376,30811,10
52973,30379,30796,10
52987,30364,30846,10
53001,30331,30781,10
53022,30389,30816,10
53037,30385,30846,10
53052,30368,30811,10
53072,30398,30874,10
53088,30403,30861,10
53102,30442,30864,10
53117,30390,30865,10
53132,30400,30849,10
53150,30410,30905,10
53165,30424,30896,10
53181,30403,30939,10
53196,30369,30908,10
53210,30403,30902,10
53224,30421,30914,10
53246,30412,30867,10
53262,30395,30896,10
53277,30413,30909,10
53291,30398,30861,10
53305,30392,30884,10
53320,30368,30853,10
53335,30373,30838,10
53350,30271,30605,10
53366,30272,30559,10
53384,30293,30608,10
53409,30273,30618,10
53425,30285,30638,10
53440,30292,30592,10
53458,30360,30687,10
53473,30318,30680,10
53489,30307,30698,10
53504,30318,30704,10
53518,30291,30697,10
53532,30316,30678,10
53556,30330,30725,10
53571,30326,30701,10
53585,30321,30694,10
53599,30304,30699,10
53615,30329,30705,10
53630,30314,30684,10
53644,30330,30694,10
53659,30329,30710,10
53674,30326,30679,10
53688,30349,30730,10
53702,30308,30681,10
53716,30324,30705,10
53731,30329,30722,10
53745,30341,30734,10
53760,30371,30752,10
53786,30359,30794,10
53801,30348,30783,10
53815,30320,30723,10
53830,30363,30804,10
53847,30384,30830,10
53863,30402,30845,10
53878,30396,30863,10
53892,30386,30854,10
53910,30386,30848,10
53926,30375,30828,10
53940,30398,30838,15
53955,30414,30863,15
53978,30405,30873,15
53992,47909,312263,15
54007,47929,312271,15
54022,47952,312271,15
54037,47994,312405,15
54051,48007,312311,15
54072,47980,312350,15
54088,47973,312357,15
54102,47963,312360,15
54116,47966,312336,15
54131,47978,312345,15
54146,47790,311885,15
54163,47811,311851,15
54178,47765,311867,15
54195,47756,311846,15
54211,47758,311811,15
54226,47723,311829,15
54241,47820,311960,15
54256,47831,311980,15
54271,47826,311959,15
54286,47817,311985,15
54306,47839,311985,15
54322,47837,312002,15
54337,47824,312039,15
54351,47835,312060,15
54366,47858,312024,15
54381,47843,312031,15
54396,47854,311982,15
54410,47851,312055,15
54430,47837,312057,15
54445,47854,311990,15
54460,47801,311973,15
54482,47840,311973,15
54498,47841,311973,15
54513,47825,311972,15
54527,47806,311977,15
54542,47859,312071,15
54558,47853,312065,15
54573,47874,312073,15
54588,47804,312093,15
54605,47869,312078,15
54621,47883,312084,15
54635,47920,312226,15
54651,47926,312111,15
54667,47926,312190,15
54682,47898,312186,15
54697,47881,312177,15
54711,47945,312156,15
54726,47896,312184,15
54740,47933,312233,15
54754,47936,312252,15
54778,47946,312245,15
54793,47939,312226,15
54807,47930,312234,15
54821,47939,312226,15
54837,47936,312292,15
54851,47968,312286,15
54865,47935,312315,15
54885,47914,312285,15
54900,47958,312297,15
54915,47962,312265,15
54929,47941,312252,15
54943,47767,311800,15
54958,47761,311820,15
54973,47776,311795,15
54989,47757,311811,15
55008,47764,311807,15
55024,47764,311810,15
55053,47854,311983,15
55068,47839,312012,15
55083,47827,312004,15
55098,47837,312023,15
55113,47824,311999,15
55127,47887,311988,15
55147,47849,312055,15
55184,47866,312060,15
55199,47865,312059,15
55214,47852,312088,15
55228,47857,312036,15
55243,47840,312048,15
55257,47854,312004,15
55271,47849,312014,15
55291,47843,312011,15
55307,47821,311969,15
55321,47845,312002,15
55335,47897,312103,15
55350,47903,312112,15
55365,47887,312118,15
55379,47877,312100,15
55394,47913,312121,15
55417,47896,312140,15
55436,47917,312254,15
55452,47931,312212,15
55466,47928,312228,15
55480,47950,312231,15
55496,47950,312214,15
55511,47925,312218,15
55525,47943,312230,15
55540,47952,312269,15
55561,47995,312280,15
55576,47958,312274,15
55590,47970,312276,15
55607,47966,312280,15
55624,47914,312285,15
55639,47937,312120,15
55653,47862,312119,15
55667,47871,312082,15
55688,47864,312045,15
56886,47842,312003,15
56901,47847,312033,15
56915,47857,312029,15
56931,47903,312201,15
56946,47845,312154,15
56960,47909,312165,15
56974,47895,312172,15
56994,47897,312170,15
57012,47919,312211,15
57033,47915,312252,15
57049,47934,312285,15
57063,47906,312249,15
57077,47955,312253,15
57091,47934,312262,15
57106,47941,312260,15
57120,48012,312311,15
57140,47995,312332,15
57156,47971,312312,15
57171,47994,312321,15
57185,47973,312325,15
57200,47958,312369,15
57215,47972,312324,15
57240,47927,312277,15
57257,47912,312223,15
57271,47920,312207,15
57289,47909,312178,15
57305,47885,312161,15
57320,47881,312125,15
57339,47755,311802,15
57355,47756,311810,15
57369,47760,311762,15
57384,47749,311822,15
57398,47744,311820,15
57414,47771,311846,15
57428,47816,312016,15
57445,47872,311992,15
57460,47835,311990,15
57475,47826,311977,15
57489,47790,312027,15
57504,47827,312010,15
57519,47841,312008,15
57534,47873,311997,15
57548,47839,312006,15
57563,47841,311998,15
57578,47853,312007,15
57592,47835,312017,15
57607,47856,312014,15
57627,47824,312008,15
57643,47834,311987,15
57658,47846,312010,15
57673,47835,312025,15
57688,47836,312025,15
57702,47833,312016,15
57716,47832,312003,15
57730,47881,312147,15
57754,47911,312151,15
57769,47903,312145,15
57783,47900,312178,15
57797,47882,312169,15
57813,47928,312149,15
57827,47921,312238,15
57841,47935,312266,15
57857,47940,312240,15
57872,47971,312243,15
57886,47952,312280,15
57900,47948,312271,15
57914,47917,312270,15
57929,47967,312319,15
